time_us,record_type,payload_length,value_count,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7
18189442,56,32,8,249165,250371,252703,246843,238251,267117,284139,231199
18191337,56,32,8,249061,250322,252637,246740,238175,267005,284007,231092
18193232,56,32,8,249033,250290,252606,246665,238082,266897,283898,231074
18195134,56,32,8,248927,250214,252520,246618,238051,266846,283805,231083
18197028,56,32,8,248863,250142,252476,246597,238000,266773,283725,231069
18198923,56,32,8,248813,250118,252421,246528,237920,266722,283648,231077
18200824,56,32,8,248745,250049,252358,246495,237900,266679,283571,231028
18202718,56,32,8,248738,250008,252312,246440,237830,266581,283487,230986
18204620,56,32,8,248630,249922,252270,246332,237762,266496,283381,230962
18206506,56,32,8,248574,249878,252163,246259,237659,266435,283304,230887
18208400,56,32,8,248481,249873,252113,246187,237595,266325,283172,230860
18210303,56,32,8,248429,249804,252102,246179,237544,266236,283101,230837
18212197,56,32,8,248381,249720,252046,246131,237504,266233,283026,230830
18214090,56,32,8,248315,249674,252005,246092,237429,266162,282944,230853
18215983,56,32,8,248296,249628,251929,246070,237414,266077,282907,230859
18217880,56,32,8,248211,249587,251907,246012,237414,266099,282779,230799
18219776,56,32,8,248164,249559,251842,245967,237304,266021,282720,230793
18221671,56,32,8,248080,249539,251785,245918,237241,265915,282655,230749
18223564,56,32,8,248034,249451,251716,245817,237194,265837,282545,230742
18225456,56,32,8,247997,249446,251650,245742,237119,265783,282418,230686
18227360,56,32,8,247907,249387,251645,245706,237049,265711,282388,230672
18229252,56,32,8,247884,249341,251573,245677,236969,265677,282307,230673
18231148,56,32,8,247818,249280,251548,245623,236946,265560,282239,230649
18233043,56,32,8,247759,249244,251514,245599,236903,265526,282183,230678
18234938,56,32,8,247711,249204,251402,245540,236913,265526,282097,230626
18236841,56,32,8,247667,249146,251372,245520,236758,265418,282005,230593
18238735,56,32,8,247591,249105,251320,245461,236749,265330,281893,230590
18240632,56,32,8,247523,249026,251239,245387,236674,265232,281808,230499
18242524,56,32,8,247453,249010,251223,245315,236631,265210,281665,230446
18244427,56,32,8,247368,248933,251166,245260,236473,265099,281639,230449
18246321,56,32,8,247351,248863,251079,245186,236411,265049,281558,230433
18248219,56,32,8,247318,248845,251007,245148,236409,264969,281443,230425
18250125,56,32,8,247201,248745,250929,245149,236380,264910,281392,230422
18252021,56,32,8,247154,248751,250943,245114,236365,264867,281295,230345
18253918,56,32,8,247082,248675,250899,245033,236283,264793,281238,230355
18255832,56,32,8,247020,248688,250857,244961,236197,264728,281095,230290
18257731,56,32,8,247003,248600,250855,244911,236117,264617,281047,230253
18259634,56,32,8,246920,248548,250735,244851,236059,264528,280910,230283
18261532,56,32,8,246888,248482,250761,244769,236016,264517,280845,230185
18263432,56,32,8,246790,248461,250614,244794,235985,264449,280757,230230
18265328,56,32,8,246766,248383,250569,244684,235963,264376,280690,230236
18267228,56,32,8,246658,248362,250510,244663,235853,264272,280623,230206
18269131,56,32,8,246622,248284,250452,244557,235798,264224,280599,230171
18271028,56,32,8,246562,248203,250439,244580,235739,264143,280400,230094
18272926,56,32,8,246523,248191,250366,244426,235662,264089,280339,230070
18274831,56,32,8,246447,248105,250309,244451,235599,263986,280218,229943
18276732,56,32,8,246419,248082,250240,244376,235551,263908,280141,229932
18278644,56,32,8,246283,248012,250193,244275,235474,263809,280049,229916
18280545,56,32,8,246238,247939,250087,244254,235402,263787,280009,229913
18282444,56,32,8,246219,247993,250099,244173,235395,263722,279972,229943
18284350,56,32,8,246107,247892,249988,244086,235342,263657,279830,229963
18286249,56,32,8,246073,247858,249976,244090,235293,263589,279738,229944
18288146,56,32,8,246000,247778,249911,244098,235251,263558,279661,229895
18290043,56,32,8,245978,247748,249870,244001,235159,263477,279545,229809
18291939,56,32,8,245899,247674,249833,243923,235110,263390,279494,229753
18293840,56,32,8,245839,247656,249793,243822,235010,263317,279394,229722
18295735,56,32,8,245791,247593,249720,243831,234987,263243,279334,229775
18297632,56,32,8,245736,247523,249684,243798,234929,263195,279240,229720
18299525,56,32,8,245682,247532,249625,243778,234922,263149,279193,229738
18301421,56,32,8,245601,247479,249602,243697,234830,263103,279136,229694
18303324,56,32,8,245563,247433,249536,243682,234788,263057,279044,229668
18305219,56,32,8,245541,247377,249463,243647,234718,262969,278945,229681
18307116,56,32,8,245446,247324,249444,243527,234640,262857,278857,229561
18309012,56,32,8,245401,247233,249373,243501,234589,262826,278716,229538
18310905,56,32,8,245351,247228,249314,243388,234525,262714,278653,229485
18312801,56,32,8,245267,247178,249259,243392,234480,262674,278573,229513
18314695,56,32,8,245227,247112,249201,243312,234415,262629,278480,229514
18316603,56,32,8,245171,247062,249144,243291,234346,262540,278419,229471
18318491,56,32,8,245115,246972,249073,243248,234267,262489,278367,229429
18320387,56,32,8,245042,246982,249047,243182,234232,262436,278257,229415
18322281,56,32,8,244986,246901,248923,243072,234162,262323,278155,229381
18324177,56,32,8,244910,246836,248899,243005,234111,262244,278027,229311
18326077,56,32,8,244846,246777,248830,242958,234030,262131,277966,229258
18327970,56,32,8,244808,246729,248823,242904,233958,262051,277852,229206
18329866,56,32,8,244702,246640,248732,242872,233903,262034,277793,229211
18331762,56,32,8,244675,246588,248722,242807,233873,261930,277732,229202
18333661,56,32,8,244595,246518,248617,242776,233829,261947,277668,229238
18335555,56,32,8,244555,246542,248605,242720,233750,261851,277602,229197
18337450,56,32,8,244498,246498,248561,242699,233691,261788,277515,229133
18339350,56,32,8,244462,246440,248492,242630,233648,261711,277400,229100
18341245,56,32,8,244386,246397,248446,242547,233585,261614,277301,229007
18343140,56,32,8,244317,246379,248386,242451,233513,261578,277270,229020
18345035,56,32,8,244263,246297,248323,242452,233455,261516,277141,229002
18346932,56,32,8,244206,246263,248293,242395,233430,261457,277098,229003
18348833,56,32,8,244142,246235,248234,242394,233396,261421,277031,229033
18350729,56,32,8,244114,246172,248227,242334,233331,261339,276965,229020
18352633,56,32,8,244032,246104,248154,242292,233275,261289,276872,228960
18354520,56,32,8,244010,246042,248092,242251,233230,261195,276806,228945
18356413,56,32,8,243941,246063,248044,242134,233138,261147,276717,228865
18358311,56,32,8,243880,245961,248044,242120,233081,261074,276644,228821
18360205,56,32,8,243866,245941,247955,242048,232994,260989,276556,228772
18362099,56,32,8,243771,245893,247911,241963,232968,260925,276458,228812
18363995,56,32,8,243706,245820,247859,241976,232916,260881,276367,228796
18365898,56,32,8,243640,245778,247793,241935,232908,260816,276307,228764
18367792,56,32,8,243617,245750,247733,241895,232824,260762,276231,228730
18369687,56,32,8,243553,245647,247683,241821,232803,260673,276165,228678
18371588,56,32,8,243477,245642,247608,241770,232701,260630,276064,228664
18373483,56,32,8,243410,245577,247561,241712,232619,260544,275921,228599
18375379,56,32,8,243342,245544,247526,241619,232565,260463,275881,228543
18377273,56,32,8,243296,245460,247449,241554,232509,260378,275790,228526
18379165,56,32,8,243196,245383,247425,241519,232461,260309,275663,228519
18381066,56,32,8,243162,245362,247378,241482,232403,260258,275623,228504
18382960,56,32,8,243082,245283,247285,241441,232369,260192,275553,228475
18384856,56,32,8,243049,245234,247259,241402,232295,260153,275494,228484
18386749,56,32,8,243027,245216,247215,241322,232288,260065,275398,228437
18388649,56,32,8,242929,245154,247158,241280,232171,259974,275262,228400
18390543,56,32,8,242854,245073,247111,241198,232123,259932,275194,228291
18392438,56,32,8,242809,245078,247054,241159,232048,259864,275113,228290
18394331,56,32,8,242739,245005,247029,241090,232024,259790,275071,228269
18396227,56,32,8,242743,244965,246954,241054,231930,259710,274965,228236
18398128,56,32,8,242646,244932,246910,241045,231915,259727,274909,228257
18400025,56,32,8,242595,244908,246837,241029,231854,259646,274798,228269
18401920,56,32,8,242559,244835,246822,240954,231848,259602,274793,228243
18403815,56,32,8,242516,244794,246773,240915,231770,259517,274707,228231
18405711,56,32,8,242450,244765,246722,240839,231705,259441,274589,228140
18407614,56,32,8,242406,244745,246628,240749,231651,259352,274487,228156
18409504,56,32,8,242351,244644,246615,240729,231558,259334,274422,228098
18411400,56,32,8,242281,244622,246552,240694,231514,259181,274354,228045
18413303,56,32,8,242247,244592,246523,240643,231494,259160,274260,228014
18415198,56,32,8,242153,244517,246451,240577,231416,259099,274176,228031
18417093,56,32,8,242119,244472,246389,240541,231415,259058,274103,228004
18418989,56,32,8,242027,244438,246305,240526,231340,258973,274022,227969
18420891,56,32,8,241985,244345,246282,240441,231252,258888,273981,227957
18422784,56,32,8,241925,244294,246245,240385,231209,258789,273827,227873
18424679,56,32,8,241854,244253,246157,240306,231084,258708,273717,227805
18426575,56,32,8,241804,244218,246112,240195,231035,258673,273650,227767
18428469,56,32,8,241705,244130,246068,240182,230986,258566,273574,227755
18430371,56,32,8,241663,244072,246007,240091,230910,258518,273481,227756
18432267,56,32,8,241611,244018,245939,240085,230872,258441,273408,227721
18434161,56,32,8,241555,243986,245892,240054,230832,258420,273317,227680
18436059,56,32,8,241475,243940,245836,240031,230757,258352,273264,227659
18437956,56,32,8,241451,243884,245780,239921,230717,258260,273150,227617
18439857,56,32,8,241368,243777,245730,239826,230581,258183,273041,227549
18441747,56,32,8,241354,243806,245664,239769,230548,258097,272939,227462
18443650,56,32,8,241236,243692,245589,239734,230428,257966,272860,227475
18445547,56,32,8,241192,243648,245562,239638,230358,257945,272803,227427
18447446,56,32,8,241109,243575,245527,239637,230414,257927,272741,227434
18449352,56,32,8,241083,243549,245468,239580,230352,257849,272708,227430
18451254,56,32,8,241062,243506,245394,239606,230313,257733,272589,227414
18453158,56,32,8,241002,243497,245354,239511,230229,257690,272516,227352
18455068,56,32,8,240949,243446,245315,239463,230190,257597,272455,227340
18456963,56,32,8,240842,243345,245264,239383,230123,257540,272331,227265
18458861,56,32,8,240760,243326,245158,239335,230028,257479,272233,227233
18460758,56,32,8,240766,243309,245171,239336,230034,257443,272194,227217
18462667,56,32,8,240723,243198,245098,239226,229926,257405,272112,227237
18464571,56,32,8,240678,243189,245039,239194,229856,257376,272043,227180
18466470,56,32,8,240590,243180,244934,239166,229859,257231,271910,227187
18468373,56,32,8,240533,243115,244952,239089,229773,257175,271904,227203
18470270,56,32,8,240484,243036,244922,239088,229733,257030,271796,227131
18472170,56,32,8,240403,242948,244885,239040,229681,257084,271711,227080
18474078,56,32,8,240342,242972,244817,238978,229650,256975,271629,227002
18475978,56,32,8,240305,242908,244720,238833,229513,256924,271503,226970
18477882,56,32,8,240249,242826,244687,238858,229481,256888,271459,226999
18479779,56,32,8,240203,242843,244624,238799,229488,256775,271358,226916
18481677,56,32,8,240167,242773,244617,238790,229387,256776,271393,226943
18483575,56,32,8,240087,242720,244576,238731,229352,256696,271233,226935
18485473,56,32,8,240046,242694,244526,238684,229364,256633,271195,226916
18487371,56,32,8,239977,242668,244493,238649,229241,256565,271094,226871
18489265,56,32,8,239947,242593,244412,238573,229192,256479,271044,226816
18491160,56,32,8,239885,242572,244334,238519,229130,256404,270922,226773
18493060,56,32,8,239807,242527,244320,238476,229052,256355,270848,226714
18494956,56,32,8,239786,242458,244291,238420,229025,256283,270766,226688
18496852,56,32,8,239733,242433,244235,238395,229026,256258,270700,226690
18498748,56,32,8,239646,242387,244164,238352,228934,256211,270666,226674
18500649,56,32,8,239633,242344,244128,238316,228894,256118,270612,226649
18502543,56,32,8,239562,242295,244091,238254,228834,256043,270521,226663
18504437,56,32,8,239514,242242,244036,238243,228800,256000,270418,226614
18506332,56,32,8,239442,242196,243973,238156,228720,255950,270315,226562
18508228,56,32,8,239397,242140,243893,238103,228664,255860,270241,226533
18510128,56,32,8,239367,242080,243863,238022,228557,255785,270174,226472
18512024,56,32,8,239306,242081,243835,237987,228558,255694,270099,226467
18513920,56,32,8,239219,242015,243790,237962,228502,255664,270028,226470
18515815,56,32,8,239218,242017,243718,237924,228489,255599,269982,226449
18517711,56,32,8,239164,241938,243697,237856,228436,255588,269882,226432
18519614,56,32,8,239080,241863,243635,237818,228377,255485,269815,226364
18521502,56,32,8,239039,241832,243594,237762,228311,255425,269735,226363
18523398,56,32,8,238974,241752,243510,237697,228231,255320,269600,226261
18525297,56,32,8,238918,241701,243464,237639,228137,255219,269519,226237
18527193,56,32,8,238877,241663,243417,237587,228060,255196,269428,226214
18529088,56,32,8,238757,241590,243344,237545,228010,255091,269349,226139
18530983,56,32,8,238720,241534,243289,237470,227943,255058,269282,226159
18532880,56,32,8,238657,241515,243263,237437,227913,254998,269206,226153
18534774,56,32,8,238662,241487,243195,237393,227890,254956,269171,226118
18536669,56,32,8,238563,241386,243121,237354,227828,254824,269084,226063
18538564,56,32,8,238509,241374,243084,237288,227723,254776,269010,226025
18540460,56,32,8,238442,241323,243027,237203,227657,254708,268849,225952
18542359,56,32,8,238386,241247,243004,237137,227625,254656,268777,225935
18544255,56,32,8,238332,241197,242946,237142,227554,254583,268737,225889
18546150,56,32,8,238301,241180,242913,237084,227531,254557,268654,225910
18548045,56,32,8,238212,241115,242831,237034,227482,254436,268599,225922
18549940,56,32,8,238195,241082,242777,236981,227442,254427,268525,225916
18551840,56,32,8,238126,241034,242778,236975,227398,254386,268478,225888
18553737,56,32,8,238093,240991,242708,236926,227333,254321,268400,225812
18555640,56,32,8,238033,240927,242672,236836,227266,254259,268302,225761
18557533,56,32,8,237972,240922,242578,236775,227241,254128,268174,225687
18559429,56,32,8,237899,240872,242551,236730,227132,254052,268091,225652
18561324,56,32,8,237880,240800,242466,236690,227052,254027,268033,225657
18563219,56,32,8,237846,240792,242409,236650,227058,253942,267920,225626
18565116,56,32,8,237739,240696,242377,236594,227003,253931,267916,225606
18567012,56,32,8,237676,240666,242341,236569,226922,253823,267793,225598
18568905,56,32,8,237635,240610,242303,236490,226867,253764,267757,225547
18570801,56,32,8,237564,240541,242243,236459,226814,253670,267656,225480
18572697,56,32,8,237499,240528,242155,236343,226737,253631,267588,225447
18574603,56,32,8,237487,240441,242096,236311,226643,253518,267455,225358
18576491,56,32,8,237363,240379,242067,236219,226610,253423,267340,225351
18578388,56,32,8,237313,240317,242005,236169,226526,253354,267266,225334
18580283,56,32,8,237266,240280,241931,236192,226500,253324,267219,225316
18582176,56,32,8,237177,240254,241868,236092,226434,253276,267173,225319
18584077,56,32,8,237164,240164,241855,236026,226395,253201,267102,225298
18585969,56,32,8,237082,240161,241772,236032,226364,253162,267016,225254
18587865,56,32,8,237046,240094,241744,235978,226277,253091,266909,225246
18589760,56,32,8,236993,240042,241717,235905,226275,253012,266845,225139
18591661,56,32,8,236950,239982,241645,235819,226148,252911,266755,225099
18593555,56,32,8,236865,239981,241611,235777,226130,252834,266660,225087
18595451,56,32,8,236861,239904,241542,235759,226070,252817,266619,225058
18597354,56,32,8,236787,239850,241488,235740,225994,252738,266560,225008
18599249,56,32,8,236713,239844,241464,235691,225989,252729,266529,225038
18601142,56,32,8,236697,239758,241385,235645,225935,252640,266450,225035
18603036,56,32,8,236652,239715,241336,235583,225854,252596,266321,225001
18604932,56,32,8,236592,239695,241316,235524,225770,252514,266271,224926
18606834,56,32,8,236506,239616,241249,235442,225747,252434,266191,224901
18608729,56,32,8,236467,239596,241210,235440,225671,252362,266092,224847
18610628,56,32,8,236442,239562,241163,235366,225646,252291,266003,224820
18612516,56,32,8,236377,239515,241123,235326,225566,252248,265938,224799
18614410,56,32,8,236320,239466,241031,235276,225539,252196,265900,224778
18616311,56,32,8,236266,239401,241018,235219,225498,252152,265852,224769
18618207,56,32,8,236211,239329,240952,235203,225446,252106,265757,224737
18620100,56,32,8,236122,239312,240913,235075,225424,252019,265663,224710
18621995,56,32,8,236107,239268,240806,235091,225331,251937,265528,224657
18623897,56,32,8,236027,239176,240783,234996,225246,251853,265463,224593
18625793,56,32,8,235988,239136,240710,234915,225162,251776,265372,224539
18627690,56,32,8,235895,239075,240652,234904,225101,251714,265306,224522
18629599,56,32,8,235873,239010,240630,234842,225064,251644,265209,224483
18631488,56,32,8,235780,238981,240538,234801,225020,251586,265125,224478
18633383,56,32,8,235750,238905,240554,234763,224956,251519,265054,224429
18635284,56,32,8,235697,238876,240441,234663,224890,251432,265006,224409
18637173,56,32,8,235654,238808,240405,234671,224807,251403,264918,224336
18639078,56,32,8,235525,238742,240343,234528,224750,251283,264791,224326
18640975,56,32,8,235500,238737,240249,234466,224707,251242,264658,224285
18642877,56,32,8,235443,238620,240235,234481,224622,251163,264600,224180
18644779,56,32,8,235378,238583,240246,234383,224602,251082,264518,224230
18646679,56,32,8,235301,238566,240117,234332,224547,251006,264495,224203
18648577,56,32,8,235269,238494,240119,234287,224519,250998,264385,224150
18650477,56,32,8,235261,238468,240075,234277,224461,250975,264343,224144
18652380,56,32,8,235180,238473,240005,234257,224364,250802,264335,224089
18654278,56,32,8,235126,238414,239972,234201,224269,250792,264196,224011
18656175,56,32,8,235053,238343,239851,234080,224292,250757,264144,224015
18658082,56,32,8,234991,238309,239897,234073,224240,250637,264007,223924
18659981,56,32,8,234966,238270,239795,234049,224117,250604,263905,223868
18661887,56,32,8,234895,238216,239739,233970,224146,250464,263807,223848
18663786,56,32,8,234818,238169,239728,233860,224049,250409,263774,223866
18665685,56,32,8,234745,238068,239611,233864,223954,250340,263700,223847
18667599,56,32,8,234717,238037,239572,233823,223972,250314,263659,223858
18669493,56,32,8,234665,237954,239547,233774,223888,250282,263622,223791
18671395,56,32,8,234562,237954,239487,233676,223856,250199,263471,223801
18673303,56,32,8,234568,237886,239454,233613,223779,250146,263359,223695
18675200,56,32,8,234494,237799,239408,233552,223688,250061,263310,223628
18677103,56,32,8,234429,237809,239333,233550,223625,249958,263201,223658
18679002,56,32,8,234398,237795,239294,233489,223602,249945,263155,223585
18680905,56,32,8,234366,237714,239235,233482,223581,249893,263127,223635
18682804,56,32,8,234262,237679,239163,233433,223509,249837,263055,223556
18684703,56,32,8,234238,237607,239152,233348,223445,249757,262990,223643
18686609,56,32,8,234192,237528,239099,233367,223376,249718,262865,223559
18688507,56,32,8,234146,237487,239032,233265,223359,249587,262806,223491
18690406,56,32,8,234067,237443,239012,233180,223297,249559,262712,223407
18692315,56,32,8,234017,237432,238964,233121,223205,249489,262554,223362
18694218,56,32,8,233938,237373,238856,233100,223133,249396,262521,223367
18696118,56,32,8,233909,237320,238871,232991,223155,249330,262464,223266
18698017,56,32,8,233803,237257,238789,233001,223029,249303,262429,223310
18699916,56,32,8,233799,237220,238693,232953,222999,249243,262370,223351
18701833,56,32,8,233797,237184,238665,232927,222961,249158,262294,223324
18703735,56,32,8,233725,237122,238669,232949,222908,249166,262224,223218
18705640,56,32,8,233729,237058,238607,232788,222866,249082,262150,223202
18707539,56,32,8,233574,236993,238574,232791,222808,248963,262021,223142
18709436,56,32,8,233558,236994,238485,232685,222708,248953,261921,223116
18711334,56,32,8,233544,236956,238480,232711,222665,248880,261861,223105
18713234,56,32,8,233444,236894,238348,232640,222610,248756,261787,223071
18715139,56,32,8,233361,236842,238299,232562,222538,248727,261746,222969
18717037,56,32,8,233362,236839,238277,232558,222522,248641,261638,223027
18718933,56,32,8,233293,236729,238219,232465,222451,248640,261629,222937
18720838,56,32,8,233224,236708,238146,232413,222436,248554,261493,222881
18722740,56,32,8,233162,236612,238177,232367,222338,248429,261469,222872
18724644,56,32,8,233122,236586,238098,232345,222302,248385,261330,222803
18726543,56,32,8,233089,236555,238034,232282,222205,248301,261277,222754
18728448,56,32,8,233015,236501,237989,232251,222196,248271,261159,222750
18730353,56,32,8,232940,236501,237981,232169,222134,248211,261118,222785
18732257,56,32,8,232906,236420,237946,232123,222076,248182,261075,222710
18734153,56,32,8,232840,236352,237802,232165,222053,248137,261014,222698
18736058,56,32,8,232773,236370,237824,232012,221979,248024,260965,222670
18737958,56,32,8,232739,236263,237813,232030,221973,248004,260884,222640
18739857,56,32,8,232725,236240,237697,231941,221899,247903,260762,222570
18741756,56,32,8,232649,236251,237671,231860,221748,247849,260617,222503
18743668,56,32,8,232602,236102,237650,231844,221725,247751,260585,222504
18745567,56,32,8,232522,236079,237530,231731,221723,247694,260519,222464
18747466,56,32,8,232465,235992,237483,231687,221596,247628,260497,222442
18749373,56,32,8,232419,235964,237507,231656,221632,247594,260411,222391
18751273,56,32,8,232391,235986,237403,231687,221614,247525,260334,222415
18753170,56,32,8,232325,235863,237355,231606,221566,247510,260301,222395
18755073,56,32,8,232283,235848,237329,231624,221470,247443,260229,222280
18756976,56,32,8,232225,235834,237282,231489,221430,247357,260088,222257
18758883,56,32,8,232179,235786,237187,231409,221308,247272,260040,222218
18760786,56,32,8,232148,235713,237190,231346,221207,247190,259947,222190
18762686,56,32,8,232068,235659,237133,231351,221210,247122,259861,222137
18764598,56,32,8,232001,235594,237048,231283,221182,247094,259795,222211
18766488,56,32,8,231944,235606,236989,231291,221123,247036,259740,222150
18768386,56,32,8,231890,235521,236938,231241,221104,246936,259719,222081
18770289,56,32,8,231807,235432,236865,231125,220999,246857,259583,222013
18772188,56,32,8,231754,235437,236813,231112,220907,246812,259477,222054
18774091,56,32,8,231693,235392,236819,231005,220880,246727,259370,221955
18775992,56,32,8,231671,235345,236745,230946,220777,246671,259288,221848
18777900,56,32,8,231539,235233,236701,230875,220741,246611,259220,221853
18779796,56,32,8,231508,235208,236655,230848,220718,246542,259185,221840
18781691,56,32,8,231480,235139,236601,230812,220663,246509,259098,221894
18783599,56,32,8,231448,235107,236556,230808,220603,246470,259090,221844
18785488,56,32,8,231391,235071,236503,230761,220564,246390,258987,221768
18787383,56,32,8,231320,235045,236443,230680,220508,246310,258915,221725
18789278,56,32,8,231286,234991,236392,230636,220449,246223,258809,221679
18791174,56,32,8,231225,234921,236374,230544,220344,246153,258709,221597
18793071,56,32,8,231165,234850,236294,230487,220281,246070,258645,221596
18794966,56,32,8,231109,234811,236254,230443,220254,246015,258542,221551
18796860,56,32,8,231045,234746,236202,230404,220204,245981,258520,221537
18798756,56,32,8,231006,234727,236171,230366,220156,245870,258448,221550
18800655,56,32,8,230909,234678,236084,230350,220136,245883,258363,221494
18802548,56,32,8,230926,234600,236015,230292,220036,245760,258243,221472
18804443,56,32,8,230833,234559,235982,230217,219960,245717,258225,221388
18806339,56,32,8,230755,234520,235897,230139,219926,245606,258131,221330
18808234,56,32,8,230631,234461,235840,230086,219838,245536,258008,221245
18810135,56,32,8,230655,234372,235799,230017,219784,245461,257883,221191
18812031,56,32,8,230594,234343,235744,229964,219727,245420,257830,221208
18813925,56,32,8,230544,234266,235719,229894,219687,245356,257825,221193
18815827,56,32,8,230497,234286,235703,229918,219667,245321,257745,221209
18817723,56,32,8,230461,234256,235628,229886,219621,245280,257681,221175
18819621,56,32,8,230405,234154,235556,229807,219541,245199,257643,221158
18821510,56,32,8,230346,234130,235540,229767,219490,245150,257518,221074
18823405,56,32,8,230276,234058,235504,229700,219414,245053,257454,221037
18825308,56,32,8,230276,234023,235438,229655,219351,244957,257363,220989
18827202,56,32,8,230186,233999,235406,229580,219296,244933,257298,220956
18829098,56,32,8,230140,233931,235362,229558,219216,244856,257220,220932
18830998,56,32,8,230100,233930,235313,229539,219227,244800,257117,220921
18832893,56,32,8,230099,233842,235250,229516,219153,244760,257132,220976
18834793,56,32,8,230041,233844,235188,229472,219204,244764,257043,220903
18836691,56,32,8,229951,233749,235075,229386,219094,244652,256968,220844
18838600,56,32,8,229890,233699,235132,229352,218993,244557,256873,220832
18840493,56,32,8,229835,233720,235098,229323,218933,244488,256783,220791
18842397,56,32,8,229752,233637,235025,229247,218878,244446,256664,220680
18844303,56,32,8,229673,233610,234938,229195,218826,244320,256634,220640
18846206,56,32,8,229658,233506,234863,229158,218831,244318,256588,220605
18848104,56,32,8,229583,233450,234851,229094,218664,244189,256537,220589
18850001,56,32,8,229537,233362,234827,229062,218748,244191,256468,220561
18851905,56,32,8,229546,233396,234679,229045,218648,244140,256353,220557
18853803,56,32,8,229402,233341,234706,228984,218572,244036,256274,220488
18855702,56,32,8,229405,233260,234660,228849,218480,244007,256186,220446
18857615,56,32,8,229332,233251,234565,228797,218458,243840,256102,220379
18859510,56,32,8,229345,233104,234513,228740,218394,243815,256045,220341
18861408,56,32,8,229233,233108,234443,228718,218352,243767,255962,220315
18863312,56,32,8,229156,233077,234430,228616,218272,243684,255906,220318
18865215,56,32,8,229162,233081,234395,228586,218252,243670,255842,220374
18867118,56,32,8,229107,233024,234329,228617,218195,243618,255795,220325
18869019,56,32,8,229010,232948,234282,228565,218156,243495,255700,220254
18870917,56,32,8,228988,232879,234242,228446,218081,243439,255571,220176
18872814,56,32,8,228938,232854,234165,228461,218009,243358,255571,220122
18874716,56,32,8,228863,232781,234110,228336,217939,243325,255435,220040
18876621,56,32,8,228816,232717,234099,228284,217872,243216,255340,220006
18878512,56,32,8,228706,232673,233998,228239,217794,243164,255278,219966
18880406,56,32,8,228674,232588,233980,228222,217746,243136,255200,219952
18882307,56,32,8,228612,232586,233917,228134,217690,243071,255161,219996
18884202,56,32,8,228569,232507,233888,228138,217697,243054,255087,219965
18886097,56,32,8,228528,232447,233822,228064,217648,242951,255007,219906
18887990,56,32,8,228484,232419,233749,227969,217495,242838,254930,219845
18889891,56,32,8,228401,232388,233693,227921,217461,242779,254835,219756
18891784,56,32,8,228330,232332,233640,227877,217437,242673,254687,219656
18893678,56,32,8,228305,232254,233579,227810,217355,242610,254634,219659
18895573,56,32,8,228206,232186,233526,227741,217266,242575,254606,219622
18897468,56,32,8,228139,232158,233462,227709,217235,242516,254560,219644
18899371,56,32,8,228132,232133,233438,227662,217215,242457,254466,219628
18901265,56,32,8,228059,232072,233370,227625,217132,242386,254377,219590
18903160,56,32,8,227993,231994,233322,227607,217062,242313,254347,219555
18905061,56,32,8,227948,231952,233266,227513,217023,242279,254207,219472
18906955,56,32,8,227862,231911,233196,227447,216958,242176,254131,219431
18908851,56,32,8,227832,231855,233142,227381,216881,242085,254063,219362
18910747,56,32,8,227741,231762,233096,227302,216832,242026,253951,219317
18912649,56,32,8,227732,231732,233091,227281,216775,242005,253929,219320
18914543,56,32,8,227689,231734,233067,227298,216763,241932,253877,219319
18916437,56,32,8,227633,231663,233006,227246,216707,241915,253856,219327
18918332,56,32,8,227600,231640,232932,227251,216675,241867,253762,219287
18920227,56,32,8,227563,231582,232901,227160,216611,241764,253697,219255
18922128,56,32,8,227493,231547,232872,227080,216557,241724,253587,219205
18924022,56,32,8,227418,231493,232804,227043,216515,241618,253532,219137
18925916,56,32,8,227366,231432,232746,227007,216420,241556,253455,219077
18927811,56,32,8,227331,231371,232705,226924,216359,241483,253361,219074
18929705,56,32,8,227235,231357,232640,226877,216342,241445,253321,219057
18931614,56,32,8,227237,231299,232645,226869,216298,241413,253299,219037
18933505,56,32,8,227200,231314,232574,226840,216287,241404,253235,219024
18935401,56,32,8,227144,231239,232534,226807,216213,241327,253158,219003
18937302,56,32,8,227094,231160,232496,226753,216189,241197,253058,218969
18939196,56,32,8,227061,231150,232455,226673,216157,241196,252994,218879
18941090,56,32,8,226969,231078,232381,226589,216060,241103,252928,218834
18942985,56,32,8,226921,231030,232277,226534,215977,240988,252849,218794
18944886,56,32,8,226867,231012,232276,226541,215915,240966,252759,218777
18946781,56,32,8,226858,230952,232233,226510,215871,240924,252694,218751
18948676,56,32,8,226779,230906,232123,226420,215843,240848,252678,218716
18950570,56,32,8,226703,230805,232131,226453,215805,240844,252573,218730
18952466,56,32,8,226682,230793,232072,226317,215788,240765,252485,218640
18954364,56,32,8,226602,230728,231977,226299,215660,240679,252401,218640
18956260,56,32,8,226592,230672,231963,226194,215583,240608,252309,218513
18958154,56,32,8,226515,230636,231899,226139,215529,240528,252228,218446
18960047,56,32,8,226422,230562,231867,226065,215491,240439,252157,218426
18961944,56,32,8,226358,230530,231802,226041,215395,240363,252072,218397
18963844,56,32,8,226301,230479,231720,225974,215363,240334,252023,218388
18965738,56,32,8,226271,230439,231708,225950,215309,240284,251995,218364
