time_us,record_type,payload_length,value_count,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7
8675739,56,32,8,519373,637624,797637,828977,884497,1040191,987205,972129
8677644,56,32,8,519306,637585,797438,828748,884228,1039874,986955,971928
8679544,56,32,8,519399,637431,797292,828585,883912,1039594,986725,971736
8681444,56,32,8,519346,637321,797071,828265,883686,1039290,986513,971515
8683351,56,32,8,519284,637176,796806,828040,883447,1038935,986282,971210
8685251,56,32,8,519290,637068,796644,827890,883217,1038681,986030,971088
8687151,56,32,8,519292,636940,796449,827531,882891,1038307,985831,970750
8689049,56,32,8,519236,636857,796231,827291,882632,1038035,985533,970462
8690948,56,32,8,519186,636754,795950,827066,882347,1037680,985258,970205
8692865,56,32,8,519206,636643,795818,826788,882125,1037430,985064,970028
8694768,56,32,8,519107,636536,795600,826596,881901,1037172,984898,969721
8696668,56,32,8,519186,636441,795480,826447,881680,1036908,984710,969599
8698567,56,32,8,519158,636324,795239,826181,881396,1036570,984453,969374
8700465,56,32,8,519182,636173,795015,825955,881157,1036332,984235,969173
8702368,56,32,8,519088,636095,794809,825673,880915,1036009,984020,968896
8704265,56,32,8,519100,635976,794616,825491,880614,1035693,983790,968633
8706169,56,32,8,519057,635857,794353,825253,880347,1035355,983500,968315
8708067,56,32,8,519020,635776,794179,824946,880110,1035003,983211,968034
8709968,56,32,8,518978,635680,793958,824706,879825,1034693,982994,967801
8711877,56,32,8,518933,635520,793734,824441,879535,1034398,982747,967602
8713780,56,32,8,518912,635453,793528,824184,879282,1034108,982545,967411
8715679,56,32,8,518924,635196,793340,824043,879097,1033895,982409,967249
8717576,56,32,8,518912,635226,793211,823841,878863,1033584,982174,967033
8719478,56,32,8,518870,635154,792928,823614,878607,1033262,981956,966775
8721379,56,32,8,518867,635022,792790,823343,878370,1032986,981767,966604
8723276,56,32,8,518876,634933,792644,823122,878123,1032739,981538,966330
8725168,56,32,8,518866,634807,792419,822896,877881,1032433,981323,966105
8727070,56,32,8,518837,634789,792255,822712,877647,1032194,981114,965854
8728965,56,32,8,518813,634618,792064,822517,877443,1031904,980898,965663
8730861,56,32,8,518811,634580,791881,822260,877181,1031637,980725,965498
8732757,56,32,8,518813,634477,791689,822099,877015,1031413,980513,965328
8734655,56,32,8,518767,634381,791488,821886,876758,1031079,980303,965108
8736548,56,32,8,518765,634280,791269,821671,876514,1030824,980087,964853
8738442,56,32,8,518769,634177,791100,821410,876257,1030520,979859,964608
8740339,56,32,8,518684,634035,790918,821163,875973,1030175,979619,964317
8742234,56,32,8,518672,633933,790651,820885,875690,1029838,979386,964042
8744134,56,32,8,518638,633793,790483,820653,875413,1029562,979165,963796
8746030,56,32,8,518623,633706,790253,820413,875183,1029265,978928,963587
8747924,56,32,8,518625,633565,790044,820185,874930,1028948,978696,963381
8749825,56,32,8,518589,633484,789823,819985,874653,1028621,978458,963159
8751720,56,32,8,518559,633375,789678,819716,874464,1028350,978223,962913
8753621,56,32,8,518528,633269,789430,819439,874154,1028006,977949,962631
8755508,56,32,8,518488,633116,789218,819212,873874,1027726,977717,962402
8757404,56,32,8,518483,633021,789015,818919,873624,1027373,977443,962111
8759301,56,32,8,518438,632967,788818,818723,873341,1027108,977214,961885
8761194,56,32,8,518408,632815,788625,818509,873118,1026843,977013,961672
8763090,56,32,8,518424,632738,788464,818271,872905,1026630,976850,961537
8764983,56,32,8,518405,632656,788266,818081,872722,1026310,976673,961325
8766880,56,32,8,518421,632545,788049,817872,872471,1026045,976445,961122
8768776,56,32,8,518387,632472,787915,817678,872242,1025797,976211,960912
8770671,56,32,8,518328,632368,787686,817465,871999,1025515,975979,960662
8772565,56,32,8,518356,632256,787547,817258,871775,1025184,975792,960420
8774459,56,32,8,518342,632180,787349,817006,871511,1024921,975539,960138
8776360,56,32,8,518305,632084,787143,816735,871254,1024634,975350,959953
8778257,56,32,8,518301,631972,786977,816562,871029,1024359,975128,959732
8780152,56,32,8,518276,631892,786741,816339,870806,1024067,974924,959532
8782046,56,32,8,518240,631776,786578,816123,870531,1023814,974733,959320
8783942,56,32,8,518183,631647,786361,815920,870312,1023501,974536,959135
8785844,56,32,8,518213,631493,786189,815674,870079,1023201,974276,958881
8787738,56,32,8,518199,631427,785940,815400,869809,1022857,974031,958631
8789639,56,32,8,518147,631294,785742,815174,869529,1022563,973788,958333
8791534,56,32,8,518088,631159,785542,814919,869235,1022227,973492,958079
8793430,56,32,8,518099,631067,785351,814631,868982,1021939,973265,957847
8795326,56,32,8,518030,630929,785096,814412,868736,1021655,972982,957592
8797221,56,32,8,517976,630857,784869,814197,868495,1021325,972792,957377
8799118,56,32,8,517975,630764,784716,814027,868252,1021098,972664,957216
8801014,56,32,8,517940,630657,784525,813787,868030,1020816,972456,957014
8802910,56,32,8,517955,630549,784339,813562,867823,1020529,972230,956764
8804805,56,32,8,517956,630474,784180,813331,867562,1020249,972013,956531
8806699,56,32,8,517941,630365,783960,813114,867325,1019991,971778,956282
8808603,56,32,8,517899,630256,783823,812915,867088,1019679,971562,956095
8810491,56,32,8,517888,630213,783644,812650,866864,1019408,971368,955857
8812387,56,32,8,517897,630077,783421,812474,866606,1019111,971156,955681
8814283,56,32,8,517857,629994,783234,812253,866406,1018884,970999,955461
8816175,56,32,8,517860,629871,783050,812119,866194,1018625,970824,955286
8818077,56,32,8,517811,629784,782858,811856,865998,1018369,970577,955115
8819973,56,32,8,517851,629712,782681,811656,865698,1018060,970352,954848
8821877,56,32,8,517788,629610,782496,811452,865479,1017804,970129,954630
8823771,56,32,8,517775,629499,782334,811152,865266,1017434,969907,954371
8825666,56,32,8,517779,629374,782085,810912,864963,1017146,969626,954082
8827563,56,32,8,517746,629252,781900,810683,864667,1016835,969394,953886
8829457,56,32,8,517675,629153,781688,810442,864401,1016586,969233,953673
8831361,56,32,8,517655,629094,781500,810216,864215,1016252,968995,953478
8833253,56,32,8,517622,628972,781312,810007,863910,1016020,968752,953231
8835146,56,32,8,517613,628855,781111,809787,863702,1015697,968529,953026
8837040,56,32,8,517599,628733,780899,809513,863422,1015368,968276,952757
8838935,56,32,8,517555,628602,780636,809259,863173,1015051,968006,952478
8840834,56,32,8,517528,628448,780439,809024,862893,1014768,967770,952214
8842728,56,32,8,517492,628361,780233,808747,862606,1014412,967516,951917
8844628,56,32,8,517469,628212,780012,808528,862364,1014109,967269,951744
8846516,56,32,8,517431,628181,779850,808340,862077,1013817,967091,951529
8848411,56,32,8,517390,628059,779641,808066,861863,1013502,966902,951286
8850313,56,32,8,517349,627923,779437,807843,861608,1013261,966654,951066
8852210,56,32,8,517342,627832,779240,807599,861390,1012943,966427,950892
8854111,56,32,8,517325,627721,779067,807422,861112,1012674,966246,950639
8856008,56,32,8,517325,627632,778862,807151,860874,1012360,966012,950413
8857904,56,32,8,517314,627538,778694,806921,860647,1012075,965793,950165
8859800,56,32,8,517284,627475,778481,806697,860388,1011801,965574,949942
8861696,56,32,8,517275,627374,778293,806473,860158,1011576,965367,949773
8863609,56,32,8,517245,627260,778108,806275,859916,1011254,965206,949587
8865496,56,32,8,517235,627170,777928,806098,859686,1011024,964936,949386
8867394,56,32,8,517234,627060,777741,805827,859394,1010671,964766,949095
8869300,56,32,8,517195,626908,777457,805629,859175,1010391,964437,948893
8871197,56,32,8,517123,626813,777248,805304,858898,1010067,964222,948570
8873095,56,32,8,517105,626718,777058,805090,858676,1009738,963964,948313
8874997,56,32,8,517047,626547,776857,804817,858362,1009487,963653,948084
8876904,56,32,8,517008,626446,776651,804624,858113,1009126,963533,947901
8878804,56,32,8,516997,626327,776498,804384,857902,1008903,963300,947718
8880704,56,32,8,516986,626278,776325,804252,857634,1008609,963148,947487
8882621,56,32,8,516976,626118,776100,804052,857475,1008347,962954,947322
8884512,56,32,8,516956,626062,775904,803779,857237,1008113,962786,947084
8886411,56,32,8,516975,625960,775699,803590,857021,1007716,962534,946854
8888319,56,32,8,516949,625862,775578,803383,856736,1007491,962243,946612
8890217,56,32,8,516903,625724,775329,803069,856419,1007138,961986,946311
8892123,56,32,8,516858,625620,775139,802821,856210,1006824,961829,946117
8894022,56,32,8,516836,625581,774944,802672,855937,1006571,961637,945960
8895921,56,32,8,516811,625473,774812,802460,855776,1006324,961367,945748
8897826,56,32,8,516809,625347,774589,802262,855507,1006116,961203,945555
8899725,56,32,8,516815,625282,774471,802118,855351,1005849,961012,945348
8901628,56,32,8,516819,625224,774249,801878,855118,1005587,960847,945144
8903519,56,32,8,516795,625085,774052,801667,854868,1005270,960611,944897
8905426,56,32,8,516757,624971,773871,801407,854641,1005009,960343,944659
8907328,56,32,8,516778,624904,773728,801197,854416,1004718,960146,944445
8909223,56,32,8,516687,624815,773479,800969,854207,1004419,959903,944184
8911124,56,32,8,516685,624698,773306,800709,853886,1004164,959693,943967
8913017,56,32,8,516685,624582,773087,800475,853606,1003863,959461,943773
8914913,56,32,8,516618,624482,772893,800285,853437,1003616,959284,943566
8916809,56,32,8,516605,624380,772763,800108,853226,1003355,959102,943403
8918704,56,32,8,516632,624301,772561,799915,852995,1003092,958888,943164
8920609,56,32,8,516608,624217,772339,799696,852777,1002791,958592,942922
8922498,56,32,8,516577,624087,772193,799461,852529,1002514,958439,942715
8924394,56,32,8,516582,624024,771983,799224,852309,1002231,958209,942449
8926288,56,32,8,516514,623924,771832,798996,852073,1001962,957997,942280
8928182,56,32,8,516563,623790,771599,798800,851851,1001669,957826,942020
8930082,56,32,8,516493,623724,771451,798601,851622,1001451,957647,941852
8931979,56,32,8,516498,623592,771266,798403,851439,1001190,957449,941670
8933880,56,32,8,516494,623541,771119,798184,851183,1000898,957191,941490
8935774,56,32,8,516476,623468,770886,797988,850965,1000668,957033,941251
8937668,56,32,8,516433,623326,770735,797782,850718,1000391,956823,941060
8939564,56,32,8,516466,623236,770540,797507,850461,1000028,956560,940763
8941459,56,32,8,516388,623161,770288,797273,850170,999759,956301,940538
8943361,56,32,8,516378,623056,770169,797026,849930,999449,956102,940297
8945257,56,32,8,516353,622920,769918,796821,849713,999172,955871,940074
8947152,56,32,8,516334,622822,769734,796643,849484,998873,955652,939865
8949048,56,32,8,516242,622714,769559,796431,849249,998611,955423,939671
8950942,56,32,8,516227,622617,769311,796175,848987,998331,955208,939417
8952846,56,32,8,516226,622487,769126,795970,848736,997981,954968,939158
8954741,56,32,8,516195,622390,768925,795711,848482,997665,954745,938931
8956644,56,32,8,516097,622222,768720,795496,848232,997375,954485,938652
8958537,56,32,8,516087,622165,768529,795191,847932,997062,954196,938397
8960430,56,32,8,516052,622019,768301,794932,847698,996774,953994,938153
8962325,56,32,8,516008,621930,768092,794715,847410,996489,953746,937969
8964219,56,32,8,515996,621821,767914,794537,847202,996162,953507,937755
8966116,56,32,8,515968,621708,767731,794299,847007,995916,953340,937546
8968012,56,32,8,515991,621573,767566,794140,846757,995686,953189,937351
8969905,56,32,8,515971,621559,767382,793932,846533,995399,952963,937148
8971801,56,32,8,515944,621441,767172,793709,846298,995141,952752,936913
8973695,56,32,8,515921,621333,767000,793452,846071,994869,952487,936687
8975603,56,32,8,515863,621248,766804,793267,845798,994576,952258,936452
8977491,56,32,8,515847,621154,766691,793063,845564,994321,952098,936274
8979387,56,32,8,515862,621047,766474,792864,845423,994061,951923,936041
8981281,56,32,8,515834,620989,766273,792628,845197,993784,951692,935856
8983176,56,32,8,515828,620840,766135,792454,844978,993546,951483,935665
8985077,56,32,8,515785,620783,765900,792264,844795,993299,951301,935513
8986970,56,32,8,515783,620711,765719,792055,844499,993015,951080,935283
8988866,56,32,8,515788,620588,765577,791838,844292,992715,950895,935029
8990762,56,32,8,515756,620483,765364,791561,844042,992417,950601,934768
8992661,56,32,8,515692,620397,765171,791379,843779,992146,950390,934557
8994555,56,32,8,515667,620297,765013,791143,843498,991854,950175,934354
8996450,56,32,8,515672,620224,764771,790916,843265,991565,949947,934120
8998350,56,32,8,515621,620059,764596,790679,843060,991253,949736,933948
9000244,56,32,8,515611,619972,764393,790509,842825,991016,949533,933706
9002140,56,32,8,515567,619839,764188,790258,842542,990727,949306,933441
9004035,56,32,8,515516,619758,763988,790047,842293,990404,949008,933163
9005932,56,32,8,515512,619653,763758,789729,842032,990086,948781,932906
9007834,56,32,8,515477,619534,763573,789520,841783,989783,948528,932672
9009729,56,32,8,515399,619424,763379,789288,841486,989481,948269,932398
9011633,56,32,8,515359,619298,763173,788996,841254,989211,948081,932176
9013520,56,32,8,515343,619185,762977,788859,841053,988906,947835,932010
9015415,56,32,8,515293,619117,762763,788641,840799,988575,947656,931815
9017311,56,32,8,515255,618987,762549,788379,840572,988289,947438,931547
9019205,56,32,8,515284,618903,762384,788200,840292,988023,947199,931330
9021099,56,32,8,515231,618786,762217,787988,840059,987762,947027,931110
9022995,56,32,8,515183,618699,762018,787767,839878,987498,946719,930848
9024898,56,32,8,515161,618591,761851,787485,839611,987136,946495,930577
9026794,56,32,8,515137,618467,761621,787297,839330,986906,946283,930331
9028690,56,32,8,515100,618395,761484,787068,839152,986673,946111,930224
9030599,56,32,8,515126,618283,761284,786897,838937,986439,945904,930040
9032487,56,32,8,515080,618194,761083,786742,838750,986177,945756,929885
9034381,56,32,8,515074,618118,760927,786560,838539,985939,945553,929644
9036275,56,32,8,515040,618018,760716,786344,838310,985621,945331,929439
9038168,56,32,8,515022,617900,760566,786110,838072,985379,945117,929238
9040069,56,32,8,515005,617807,760391,785886,837829,985145,944935,928929
9041964,56,32,8,514980,617728,760234,785675,837599,984841,944699,928707
9043859,56,32,8,514946,617642,760025,785500,837347,984573,944473,928508
9045754,56,32,8,514948,617510,759851,785239,837130,984321,944282,928325
9047655,56,32,8,514956,617496,759683,785053,836919,984098,944079,928160
9049549,56,32,8,514897,617355,759518,784871,836714,983811,943894,927968
9051443,56,32,8,514908,617258,759312,784675,836529,983554,943724,927726
9053339,56,32,8,514869,617185,759144,784493,836277,983286,943523,927560
9055233,56,32,8,514867,617063,758949,784250,836042,982993,943270,927323
9057134,56,32,8,514806,616997,758774,784044,835787,982714,943057,927051
9059035,56,32,8,514827,616874,758583,783833,835587,982379,942903,926868
9060923,56,32,8,514801,616785,758430,783577,835388,982225,942619,926632
9062827,56,32,8,514785,616709,758257,783381,835141,981905,942523,926489
9064726,56,32,8,514757,616564,758059,783226,834896,981684,942274,926257
9066628,56,32,8,514695,616539,757906,783042,834698,981403,942035,926138
9068521,56,32,8,514677,616417,757691,782854,834510,981158,941820,925892
9070423,56,32,8,514645,616349,757512,782632,834263,980967,941659,925726
9072336,56,32,8,514629,616281,757344,782377,834063,980624,941484,925466
9074239,56,32,8,514644,616149,757150,782124,833772,980294,941186,925169
9076144,56,32,8,514547,615966,756949,781912,833548,980030,940961,924952
9078044,56,32,8,514604,615897,756760,781693,833167,979735,940700,924761
9079943,56,32,8,514498,615769,756509,781468,833069,979498,940583,924644
9081848,56,32,8,514512,615734,756379,781353,832869,979261,940367,924373
9083750,56,32,8,514509,615669,756212,781129,832659,979020,940218,924129
9085655,56,32,8,514455,615518,755996,780925,832477,978694,939963,923996
9087555,56,32,8,514430,615478,755877,780747,832215,978472,939743,923760
9089459,56,32,8,514402,615316,755690,780487,831994,978121,939460,923478
9091363,56,32,8,514378,615221,755457,780252,831709,977809,939244,923154
9093261,56,32,8,514355,615084,755283,780003,831468,977508,939024,922920
9095162,56,32,8,514230,614994,755088,779826,831207,977269,938801,922771
9097068,56,32,8,514239,614861,754882,779566,830969,976978,938572,922546
9098965,56,32,8,514217,614800,754714,779419,830772,976674,938369,922318
9100862,56,32,8,514195,614635,754532,779136,830564,976342,938149,922089
9102766,56,32,8,514138,614568,754242,778931,830250,976079,937835,921842
9104667,56,32,8,514105,614428,754080,778668,830001,975789,937639,921616
9106560,56,32,8,514051,614308,753876,778474,829754,975504,937401,921307
9108454,56,32,8,514037,614224,753699,778182,829481,975214,937153,921049
9110353,56,32,8,513995,614086,753464,777917,829225,974837,936894,920834
9112248,56,32,8,513935,614013,753278,777751,829004,974573,936657,920605
9114142,56,32,8,513944,613857,753075,777527,828783,974315,936467,920430
9116035,56,32,8,513838,613766,752884,777288,828550,974069,936282,920247
9117932,56,32,8,513872,613698,752704,777073,828325,973792,936024,920038
9119834,56,32,8,513806,613549,752540,776848,828058,973468,935775,919759
9121728,56,32,8,513786,613425,752364,776612,827789,973190,935598,919553
9123628,56,32,8,513802,613336,752171,776405,827598,972880,935379,919287
9125517,56,32,8,513736,613268,751921,776183,827321,972624,935201,919075
9127413,56,32,8,513696,613149,751777,775929,827123,972389,934965,918888
9129313,56,32,8,513665,613047,751606,775767,826901,972138,934772,918695
9131210,56,32,8,513689,612976,751423,775595,826686,971923,934591,918550
9133111,56,32,8,513668,612873,751242,775431,826495,971639,934392,918369
9135008,56,32,8,513674,612823,751096,775257,826260,971373,934201,918146
9136904,56,32,8,513620,612685,750929,775054,826076,971139,933939,917923
9138800,56,32,8,513585,612604,750717,774801,825803,970786,933772,917704
9140695,56,32,8,513560,612514,750535,774578,825565,970577,933532,917481
9142603,56,32,8,513539,612434,750401,774360,825335,970312,933317,917248
9144493,56,32,8,513516,612318,750177,774163,825120,970055,933095,917084
9146387,56,32,8,513520,612241,749993,773943,824909,969793,932959,916872
9148281,56,32,8,513471,612105,749868,773825,824739,969530,932762,916699
9150175,56,32,8,513452,611967,749705,773640,824484,969330,932533,916511
9152077,56,32,8,513421,611904,749476,773394,824290,969027,932365,916292
9153971,56,32,8,513424,611815,749292,773196,824062,968786,932179,916076
9155867,56,32,8,513389,611733,749128,772936,823824,968476,931899,915822
9157763,56,32,8,513377,611622,748945,772696,823553,968164,931634,915522
9159665,56,32,8,513312,611550,748755,772534,823311,967882,931437,915372
9161560,56,32,8,513304,611415,748589,772288,823107,967637,931255,915158
9163456,56,32,8,513283,611374,748402,772084,822865,967362,931018,914999
9165354,56,32,8,513238,611239,748192,771884,822664,967108,930836,914762
9167251,56,32,8,513207,611137,748016,771689,822429,966819,930582,914563
9169145,56,32,8,513186,610980,747772,771407,822157,966483,930380,914318
9171039,56,32,8,513124,610916,747596,771195,821907,966194,930105,914039
9172934,56,32,8,513096,610817,747337,770934,821641,965913,929855,913771
9174834,56,32,8,513032,610664,747223,770702,821383,965584,929630,913490
9176728,56,32,8,512970,610538,747027,770445,821113,965333,929404,913319
9178628,56,32,8,512981,610430,746807,770221,820894,965047,929186,913097
9180516,56,32,8,512971,610381,746652,770044,820685,964757,929011,912935
9182411,56,32,8,512924,610213,746460,769853,820482,964472,928781,912706
9184313,56,32,8,512881,610138,746251,769646,820235,964203,928529,912519
9186210,56,32,8,512871,610033,746062,769438,819990,963952,928368,912250
9188111,56,32,8,512809,609961,745919,769281,819778,963688,928150,912030
9190008,56,32,8,512791,609819,745752,769012,819566,963411,927895,911820
9191904,56,32,8,512755,609745,745540,768765,819304,963115,927725,911601
9193800,56,32,8,512751,609668,745386,768612,819101,962867,927497,911434
9195696,56,32,8,512708,609559,745194,768355,818861,962634,927301,911233
9197603,56,32,8,512688,609479,745037,768197,818666,962391,927152,911036
9199491,56,32,8,512706,609378,744872,768074,818467,962174,926953,910931
9201387,56,32,8,512658,609292,744675,767893,818294,961897,926749,910679
9203281,56,32,8,512630,609193,744514,767680,818051,961624,926536,910487
9205176,56,32,8,512618,609107,744308,767432,817852,961354,926322,910239
9207077,56,32,8,512580,609006,744137,767226,817584,961059,926100,910017
9208972,56,32,8,512622,608914,743982,766982,817380,960797,925897,909774
9210875,56,32,8,512556,608798,743821,766803,817091,960558,925704,909573
9212771,56,32,8,512525,608700,743652,766578,816945,960260,925489,909420
9214666,56,32,8,512516,608617,743433,766414,816722,960020,925329,909238
9216563,56,32,8,512482,608540,743279,766256,816524,959796,925133,909079
9218457,56,32,8,512479,608492,743111,766056,816295,959564,924964,908891
9220361,56,32,8,512420,608330,742950,765845,816091,959260,924702,908669
9222253,56,32,8,512434,608241,742789,765627,815890,958970,924483,908395
9224148,56,32,8,512395,608179,742594,765427,815626,958729,924279,908174
9226043,56,32,8,512375,608076,742422,765173,815402,958465,924079,907946
9227939,56,32,8,512319,607976,742227,764949,815175,958159,923853,907765
9229839,56,32,8,512306,607842,742029,764793,814971,957906,923696,907591
9231735,56,32,8,512326,607750,741888,764604,814725,957671,923511,907424
9233632,56,32,8,512265,607673,741715,764428,814547,957497,923308,907180
9235524,56,32,8,512265,607556,741493,764275,814342,957174,923034,906969
9237420,56,32,8,512171,607472,741345,764045,814098,956891,922867,906756
9239319,56,32,8,512151,607378,741182,763798,813846,956557,922604,906493
9241215,56,32,8,512122,607268,740982,763592,813585,956259,922386,906213
9243113,56,32,8,512039,607178,740753,763306,813321,955995,922114,905960
9245010,56,32,8,512033,607056,740600,763153,813098,955710,921923,905745
9246903,56,32,8,511922,606954,740396,762872,812853,955413,921688,905536
9248797,56,32,8,511969,606822,740216,762690,812647,955144,921460,905364
9250694,56,32,8,511915,606746,739995,762501,812424,954897,921245,905119
9252599,56,32,8,511876,606627,739780,762305,812193,954600,921074,904958
9254492,56,32,8,511854,606507,739641,762074,811962,954399,920878,904660
9256383,56,32,8,511825,606420,739429,761761,811723,954075,920538,904433
9258284,56,32,8,511831,606342,739238,761626,811421,953715,920345,904146
9260182,56,32,8,511658,606181,739058,761292,811140,953486,920138,903970
9262084,56,32,8,511679,606076,738825,761156,810947,953184,919898,903705
9263981,56,32,8,511644,606028,738628,760999,810750,952905,919695,903537
9265882,56,32,8,511598,605876,738445,760784,810542,952636,919449,903388
9267781,56,32,8,511580,605671,738274,760549,810308,952326,919272,903111
9269682,56,32,8,511580,605699,738036,760379,810044,952063,919049,902907
9271599,56,32,8,511534,605514,737913,760167,809852,951793,918866,902669
9273490,56,32,8,511470,605426,737687,759907,809556,951550,918623,902456
9275387,56,32,8,511408,605393,737560,759778,809367,951291,918428,902297
9277288,56,32,8,511426,605254,737367,759535,809144,951019,918194,902092
9279184,56,32,8,511399,605112,737231,759352,808984,950847,918050,901907
9281085,56,32,8,511396,605056,737044,759155,808746,950541,917861,901757
9282984,56,32,8,511378,604975,736845,758965,808560,950282,917584,901479
9284894,56,32,8,511326,604894,736686,758730,808342,950042,917386,901283
9286793,56,32,8,511288,604722,736459,758542,808080,949747,917118,901021
9288696,56,32,8,511237,604609,736311,758261,807843,949468,916999,900782
9290609,56,32,8,511136,604520,736066,758053,807589,949098,916658,900444
9292501,56,32,8,511133,604404,735862,757743,807320,948855,916436,900246
9294399,56,32,8,511115,604287,735717,757575,807103,948518,916217,900043
9296310,56,32,8,511066,604188,735480,757396,806850,948293,916069,899889
9298209,56,32,8,511027,604113,735356,757246,806674,948152,915861,899765
9300119,56,32,8,511041,604037,735191,757056,806486,947849,915699,899538
9302012,56,32,8,511002,603946,735038,756858,806279,947595,915456,899339
9303907,56,32,8,510987,603819,734815,756660,806029,947281,915260,899064
9305801,56,32,8,510973,603705,734647,756392,805740,946989,914978,898835
9307695,56,32,8,510916,603590,734459,756104,805507,946687,914758,898545
9309603,56,32,8,510838,603495,734248,755942,805260,946396,914522,898341
9311491,56,32,8,510793,603341,734076,755693,805027,946124,914295,898116
9313385,56,32,8,510763,603314,733848,755478,804812,945845,914087,897917
9315281,56,32,8,510739,603149,733697,755338,804576,945609,913841,897699
9317177,56,32,8,510707,603039,733478,755066,804381,945317,913667,897493
9319077,56,32,8,510671,602929,733326,754864,804126,945061,913429,897291
9320970,56,32,8,510629,602831,733134,754641,803858,944745,913176,897024
9322866,56,32,8,510612,602709,732902,754417,803613,944442,912929,896776
9324762,56,32,8,510514,602608,732709,754199,803414,944163,912708,896540
9326661,56,32,8,510468,602471,732518,753971,803096,943831,912463,896330
9328555,56,32,8,510410,602399,732331,753744,802940,943672,912267,896165
9330450,56,32,8,510411,602271,732176,753585,802732,943397,912101,895990
9332350,56,32,8,510375,602173,732022,753422,802512,943188,911892,895816
9334245,56,32,8,510375,602100,731810,753252,802346,942949,911729,895634
9336140,56,32,8,510354,601980,731671,753048,802174,942659,911549,895420
9338035,56,32,8,510324,601911,731494,752846,801939,942408,911345,895207
9339932,56,32,8,510332,601803,731280,752586,801713,942143,911084,894937
9341834,56,32,8,510243,601727,731172,752408,801427,941883,910876,894711
9343730,56,32,8,510240,601643,730994,752185,801249,941621,910715,894556
9345628,56,32,8,510208,601563,730810,752038,801057,941379,910484,894372
9347514,56,32,8,510212,601429,730642,751830,800838,941146,910304,894176
9349409,56,32,8,510165,601368,730462,751657,800641,940942,910117,894017
9351308,56,32,8,510152,601276,730320,751460,800455,940690,909948,893785
9353202,56,32,8,510138,601181,730128,751306,800220,940397,909717,893627
9355095,56,32,8,510078,601082,729934,751054,799968,940106,909489,893356
9356991,56,32,8,510022,600953,729722,750850,799744,939786,909236,893143
9358892,56,32,8,510027,600912,729523,750610,799485,939549,909049,892916
9360787,56,32,8,510003,600771,729416,750408,799330,939274,908830,892749
9362682,56,32,8,509975,600694,729240,750226,799078,939065,908613,892521
9364575,56,32,8,509931,600563,729036,750032,798889,938787,908432,892332
9366470,56,32,8,509894,600464,728805,749842,798609,938582,908264,892137
9368371,56,32,8,509888,600376,728672,749635,798446,938334,908058,891915
9370265,56,32,8,509780,600247,728510,749393,798184,938038,907822,891714
9372160,56,32,8,509785,600135,728315,749207,797970,937741,907602,891423
9374062,56,32,8,509715,600030,728107,748930,797702,937416,907319,891172
9375955,56,32,8,509656,599895,727930,748720,797434,937138,907080,890973
9377851,56,32,8,509638,599827,727734,748515,797220,936870,906881,890730
9379746,56,32,8,509577,599668,727517,748291,797030,936564,906646,890530
9381644,56,32,8,509529,599569,727320,748105,796804,936353,906467,890369
9383537,56,32,8,509521,599448,727158,747898,796556,936048,906299,890148
9385432,56,32,8,509481,599381,726997,747724,796344,935804,906056,889960
9387327,56,32,8,509456,599308,726799,747474,796132,935558,905873,889736
9389222,56,32,8,509412,599215,726651,747330,795923,935250,905628,889517
9391124,56,32,8,509413,599109,726460,747093,795669,935053,905436,889319
9393017,56,32,8,509383,599016,726283,746878,795452,934765,905242,889086
9394912,56,32,8,509351,598945,726147,746693,795279,934525,905053,888884
9396809,56,32,8,509320,598848,725948,746538,795056,934300,904871,888738
9398704,56,32,8,509316,598744,725808,746342,794861,934034,904682,888550
9400614,56,32,8,509268,598663,725647,746196,794702,933823,904491,888425
9402504,56,32,8,509276,598559,725499,745963,794439,933539,904285,888186
9404400,56,32,8,509231,598488,725315,745805,794263,933283,904055,887970
9406303,56,32,8,509185,598376,725153,745592,794015,933028,903900,887731
9408198,56,32,8,509193,598274,724973,745362,793797,932759,903683,887528
9410093,56,32,8,509164,598178,724771,745163,793534,932508,903450,887273
9411989,56,32,8,509142,598104,724614,744980,793380,932255,903220,887123
9413891,56,32,8,509081,598028,724409,744806,793183,932027,903075,887005
9415784,56,32,8,509083,597917,724264,744643,793016,931805,902914,886846
9417679,56,32,8,509027,597845,724115,744409,792765,931572,902698,886643
9419575,56,32,8,509022,597754,723945,744253,792582,931313,902506,886427
9421469,56,32,8,508967,597647,723760,744061,792346,931056,902259,886219
9423371,56,32,8,509001,597586,723636,743859,792115,930777,902047,885994
9425267,56,32,8,508930,597466,723435,743621,791915,930550,901854,885722
9427161,56,32,8,508911,597369,723246,743393,791670,930313,901670,885526
9429059,56,32,8,508898,597281,723127,743262,791483,930035,901484,885401
9430956,56,32,8,508851,597203,722927,743043,791282,929818,901307,885231
9432851,56,32,8,508804,597133,722774,742918,791081,929568,901089,885075
9434746,56,32,8,508799,597035,722619,742729,790885,929300,900933,884846
9436644,56,32,8,508779,596958,722420,742502,790620,929026,900682,884588
9438537,56,32,8,508736,596819,722200,742264,790368,928726,900435,884344
9440432,56,32,8,508646,596676,722057,742046,790133,928436,900184,884102
9442327,56,32,8,508619,596594,721867,741828,789879,928122,899952,883849
9444222,56,32,8,508560,596495,721651,741607,789653,927798,899709,883616
